uid,pair_id,side,text
p00000_A,00000,A,i can tell you nothing aunt juley i know no more than you do we met we only met the father and mother abroad last spring i know so little that i didn t even know their son s name it s all so
p00001_A,00001,A,in that case it is far too sudden
p00002_A,00002,A,who knows aunt juley who knows
p00003_A,00003,A,but margaret dear i mean we mustn t be unpractical now that we ve come to facts it is too sudden surely
p00004_A,00004,A,who knows
p00005_A,00005,A,but margaret dear
p00006_A,00006,A,i ll go for her other letters no i won t i ll finish my breakfast in fact i haven t them we met the wilcoxes on an awful expedition that we made from heidelberg to speyer helen and i had got it into our heads that there was a grand old cathedral at speyer the archbishop of speyer was one of the seven electors you know speyer maintz and koln those three sees once commanded the rhine valley and got it the name of priest street
p00007_A,00007,A,i still feel quite uneasy about this business margaret
p00008_A,00008,A,the train crossed by a bridge of boats and at first sight it looked quite fine but oh in five minutes we had seen the whole thing the cathedral had been ruined absolutely ruined by restoration not an inch left of the original structure we wasted a whole day and came across the wilcoxes as we were eating our sandwiches in the public gardens they too poor things had been taken in they were actually stopping at speyer and they rather liked helen s insisting that they must fly with us to heidelberg as a matter of fact they did come on next day we all took some drives together they knew us well enough to ask helen to come and see them at least i was asked too but tibby s illness prevented me so last monday she went alone that s all you know as much as i do now it s a young man out of the unknown she was to have come back saturday but put off till monday perhaps on account of i don t know
p00009_A,00009,A,the germans are too thorough and this is all very well sometimes but at other times it does not do
p00010_A,00010,A,exactly germans are too thorough
p00011_A,00011,A,of course i regard you schlegels as english english to the backbone and that reminds me helen s letter
p00012_A,00012,A,oh yes aunt juley i am thinking all right about helen s letter i know i must go down and see her i am thinking about her all right i am meaning to go down
p00013_A,00013,A,but go with some plan margaret if i may interfere don t be taken by surprise what do you think of the wilcoxes are they our sort are they likely people could they appreciate helen who is to my mind a very special sort of person do they care about literature and art that is most important when you come to think of it literature and art most important how old would the son be she says younger son would he be in a position to marry is he likely to make helen happy did you gather
p00014_A,00014,A,i gathered nothing
p00015_A,00015,A,then in that case
p00016_A,00016,A,in that case i can make no plans don t you see
p00017_A,00017,A,on the contrary
p00018_A,00018,A,i hate plans i hate lines of action helen isn t a baby
p00019_A,00019,A,then in that case my dear why go down i consider you odd girls and very wonderful girls and in many ways far older than your years but you won t be offended frankly i feel you are not up to this business it requires an older person dear i have nothing to call me back to swanage i am all at your disposal let me go down to this house whose name i forget instead of you
p00020_A,00020,A,aunt juley i must must go to howards end myself you don t exactly understand though i can never thank you properly for offering
p00021_A,00021,A,i do understand i go down in no spirit of interference but to make inquiries inquiries are necessary now i am going to be rude you would say the wrong thing to a certainty you would in your anxiety for helen s happiness you would offend the whole of these wilcoxes by asking one of your impetuous questions not that one minds offending them
p00022_A,00022,A,i shall ask no questions i have it in helen s writing that she and a man are in love there is no question to ask as long as she keeps to that all the rest isn t worth a straw a long engagement if you like but inquiries questions plans lines of action no aunt juley no if helen had written the same to me about a shop assistant or a penniless clerk
p00023_A,00023,A,dear margaret do come into the library and shut the door your good maids are dusting the banisters
p00024_A,00024,A,or if she had wanted to marry the man who calls for carter paterson i should have said the same though in the case of carter paterson i should want it to be a very long engagement indeed i must say
p00025_A,00025,A,i should think so and indeed i can scarcely follow you now just imagine if you said anything of that sort to the wilcoxes i understand it but most good people would think you mad imagine how disconcerting for helen what is wanted is a person who will go slowly slowly in this business and see how things are and where they are likely to lead to
p00026_A,00026,A,but you implied just now that the engagement must be broken off
p00027_A,00027,A,i think probably it must but slowly
p00028_A,00028,A,can you break an engagement off slowly what s an engagement made of do you suppose i think it s made of some hard stuff that may snap but can t break it is different to the other ties of life they stretch or bend they admit of degree they re different
p00029_A,00029,A,exactly so but won t you let me just run down to howards house and save you all the discomfort i will really not interfere but i do so thoroughly understand the kind of thing you schlegels want that one quiet look round will be enough for me
p00030_A,00030,A,yes i have changed my mind i do wish that you would go you will remember aunt juley not to be drawn into discussing the engagement give my letter to helen and say whatever you feel yourself but do keep clear of the relatives we have scarcely got their names straight yet and besides that sort of thing is so uncivilised and wrong
p00031_A,00031,A,so uncivilised
p00032_A,00032,A,oh i used an affected word i only meant would you please talk the thing over only with helen
p00033_A,00033,A,only with helen
p00034_A,00034,A,because
p00035_A,00035,A,i want a house its name is howards lodge do you know where it is
p00036_A,00036,A,mr wilcox she s wanting howards end
p00037_A,00037,A,excuse me asking but are you the younger mr wilcox or the elder
p00038_A,00038,A,the younger can i do anything for you
p00039_A,00039,A,i am miss schlegel s aunt i ought to introduce myself oughtn t i my name is mrs munt
p00040_A,00040,A,oh rather miss schlegel is stopping with us did you want to see her
p00041_A,00041,A,possibly
p00042_A,00042,A,i ll call you a cab no wait a mo our motor s here i ll run you up in it
p00043_A,00043,A,that is very kind
p00044_A,00044,A,not at all if you ll just wait till they bring out a parcel from the office this way
p00045_A,00045,A,my niece is not with you by any chance
p00046_A,00046,A,no i came over with my father he has gone on north in your train you ll see miss schlegel at lunch you re coming up to lunch i hope
p00047_A,00047,A,i should like to come up
p00048_A,00048,A,in front or behind which do you prefer it may be windy in front
p00049_A,00049,A,in front if i may then we can talk
p00050_A,00050,A,but excuse me one moment i can t think what they re doing with that parcel hi hi you there are you going to keep me waiting all day parcel for wilcox howards end just look sharp this station s abominably organised if i had my way the whole lot of em should get the sack may i help you in
p00051_A,00051,A,this is very good of you very good indeed it is just what i should have wished
p00052_A,00052,A,very good of you to say so i was just tooling my father over to catch the down train
p00053_A,00053,A,you see we heard from helen this morning
p00054_A,00054,A,extremely sorry mrs munt
p00055_A,00055,A,not at all mr wilcox
p00056_A,00056,A,and do you object to going through the village it is rather a longer spin but i have one or two commissions
