a_speaker,b_speaker,family,n_pairs,n_triggers,n_b_positives_given_trigger,p1,p0,conv,a_gender,a_category,b_gender,b_category
Anne Steele,Elinor,adverbs,9,8,6,0.75,0.6666666666666666,0.08333333333333337,F,intermediate,F,major
Anne Steele,Elinor,articles,9,8,5,0.625,0.6666666666666666,-0.04166666666666663,F,intermediate,F,major
Anne Steele,Elinor,auxiliary_verbs,9,9,7,0.7777777777777778,0.7777777777777778,0.0,F,intermediate,F,major
Anne Steele,Elinor,conjunctions,9,8,4,0.5,0.5555555555555556,-0.05555555555555558,F,intermediate,F,major
Anne Steele,Elinor,impersonal_pronouns,9,8,7,0.875,0.8888888888888888,-0.01388888888888884,F,intermediate,F,major
Anne Steele,Elinor,negations,9,7,4,0.5714285714285714,0.6666666666666666,-0.09523809523809523,F,intermediate,F,major
Anne Steele,Elinor,personal_pronouns,9,9,9,1.0,1.0,0.0,F,intermediate,F,major
Anne Steele,Elinor,prepositions,9,7,6,0.8571428571428571,0.8888888888888888,-0.031746031746031744,F,intermediate,F,major
Anne Steele,Elinor,quantifiers,9,7,3,0.42857142857142855,0.4444444444444444,-0.015873015873015872,F,intermediate,F,major
Anne Steele,Lucy Steele,adverbs,7,6,5,0.8333333333333334,0.8571428571428571,-0.023809523809523725,F,intermediate,F,intermediate
Anne Steele,Lucy Steele,articles,7,4,0,0.0,0.14285714285714285,-0.14285714285714285,F,intermediate,F,intermediate
Anne Steele,Lucy Steele,auxiliary_verbs,7,7,7,1.0,1.0,0.0,F,intermediate,F,intermediate
Anne Steele,Lucy Steele,conjunctions,7,4,4,1.0,0.7142857142857143,0.2857142857142857,F,intermediate,F,intermediate
Anne Steele,Lucy Steele,impersonal_pronouns,7,5,3,0.6,0.5714285714285714,0.02857142857142858,F,intermediate,F,intermediate
Anne Steele,Lucy Steele,negations,7,4,2,0.5,0.5714285714285714,-0.0714285714285714,F,intermediate,F,intermediate
Anne Steele,Lucy Steele,personal_pronouns,7,7,7,1.0,1.0,0.0,F,intermediate,F,intermediate
Anne Steele,Lucy Steele,prepositions,7,7,5,0.7142857142857143,0.7142857142857143,0.0,F,intermediate,F,intermediate
Charlotte,Elinor,adverbs,10,9,5,0.5555555555555556,0.5,0.05555555555555558,F,intermediate,F,major
Charlotte,Elinor,articles,10,6,2,0.3333333333333333,0.4,-0.06666666666666671,F,intermediate,F,major
